ip,country_code,region_code,location
3.0.0.0/15,SG,SG-01,Singapore
3.2.0.0/24,US,US-TX,Houston
3.2.2.0/24,US,US-FL,Miami
3.2.3.0/24,US,US-MA,Boston
3.2.32.0/26,NZ,NZ-AUK,Auckland
3.2.32.64/26,SE,SE-AB,Stockholm
3.2.32.128/26,BH,BH-14,Bahrain
3.2.32.192/26,IN,IN-MH,Mumbai
3.2.33.64/26,FR,FR-75C,Paris
3.2.33.128/26,ID,ID-JK,Jakarta
3.2.33.192/26,US,US-OH,Columbus
3.2.34.0/26,ZA,ZA-WC,Cape Town
3.2.34.128/26,IE,IE-D,Dublin
3.2.34.192/26,AE,AE-DU,Dubai
3.2.35.0/26,DE,DE-HE,Frankfurt
3.2.35.64/26,BR,BR-SP,Sao Paulo
3.2.35.128/26,CN,CN-HK,Hong Kong
3.2.35.192/26,IN,IN-TG,Hyderabad
3.2.36.0/24,US,US-VA,Ashburn
3.2.36.56/29,US,US-TX,Dallas
3.2.36.64/29,US,US-IL,Chicago
3.2.36.72/29,US,US-TX,Houston
3.2.36.80/29,US,US-FL,Miami
3.2.36.88/29,US,US-GA,Atlanta
3.2.36.96/29,US,US-IL,Chicago
3.2.36.104/29,US,US-NJ,Piscataway
3.2.37.0/26,KR,KR-28,Incheon
3.2.37.128/26,JP,JP-27,Osaka
3.2.37.192/26,MY,MY-14,Kuala Lumpur
3.2.38.0/26,GB,GB-LND,London
3.2.38.128/26,AU,AU-VIC,Melbourne
3.2.38.192/26,IT,IT-MI,Milan
3.2.39.0/26,JP,JP-13,Tokyo
3.2.39.64/26,US,US-OH,Columbus
3.2.39.128/26,US,US-OR,Boardman
3.2.40.0/25,US,US-OR,Boardman
3.2.40.32/29,US,US-AZ,Phoenix
3.2.40.48/28,US,US-CA,Los Angeles
3.2.41.0/26,US,US-WA,Seattle
3.2.41.64/26,US,US-CA,San Jose
3.2.41.128/26,SG,SG-01,Singapore
3.2.41.192/26,AU,AU-NSW,Sydney
3.2.42.0/26,IL,IL-TA,Tel Aviv
3.2.42.64/26,CA,CA-QC,Montreal
3.2.42.192/26,CA,CA-AB,Calgary
3.2.43.0/26,ES,ES-AR,Zaragoza
3.2.43.64/26,CH,CH-ZH,Zurich
3.2.43.192/26,TH,TH-10,Bangkok
3.2.44.0/26,MX,MX-QUE,Querétaro
3.2.44.64/26,TW,TW-TPE,Taipei
3.2.47.0/25,US,US-VA,Ashburn
3.2.47.56/29,US,US-IL,Chicago
3.2.47.192/26,US,US-OH,Columbus
3.2.48.0/24,GB,GB-LND,London
3.2.49.0/24,BR,BR-SP,Sao Paulo
3.2.50.0/23,US,US-VA,Ashburn
3.2.52.0/24,US,US-VA,Ashburn
3.2.53.0/24,DE,DE-HE,Frankfurt
3.2.54.0/24,US,US-CA,San Jose
3.2.55.0/24,US,US-OR,Boardman
3.2.56.0/24,BH,BH-14,Bahrain
3.2.57.0/24,IE,IE-D,Dublin
3.2.58.0/24,US,US-VA,Ashburn
3.3.2.0/23,US,US-VA,Ashburn
3.3.5.0/24,US,US-VA,Ashburn
3.3.16.0/21,US,US-VA,Ashburn
3.3.24.0/22,US,US-CA,San Jose
3.3.28.0/22,US,US-OH,Columbus
3.3.32.0/23,US,US-VA,Ashburn
3.4.0.0/23,US,US-VA,Ashburn
3.4.2.0/24,US,US-VA,Ashburn
3.4.3.0/24,US,US-OR,Boardman
3.4.4.0/24,US,US-OR,Boardman
3.4.6.0/24,US,US-OR,Boardman
3.4.9.0/24,US,US-VA,Ashburn
3.4.10.0/24,US,US-VA,Ashburn
3.4.12.1/32,AU,AU-NSW,Sydney
3.4.12.2/32,AU,AU-NSW,Sydney
3.4.12.3/32,IE,IE-D,Dublin
3.4.12.4/32,IE,IE-D,Dublin
3.4.12.5/32,US,US-VA,Ashburn
3.4.12.6/32,US,US-VA,Ashburn
3.4.12.11/32,KR,KR-28,Incheon
3.4.12.12/32,KR,KR-28,Incheon
3.4.12.15/32,AU,AU-NSW,Sydney
3.4.12.16/31,AU,AU-NSW,Sydney
3.4.12.18/32,AU,AU-NSW,Sydney
3.4.12.19/32,IN,IN-MH,Mumbai
3.4.12.20/31,IN,IN-MH,Mumbai
3.4.12.22/32,IN,IN-MH,Mumbai
3.4.12.23/32,SG,SG-01,Singapore
3.4.12.24/31,SG,SG-01,Singapore
3.4.12.26/32,SG,SG-01,Singapore
3.4.12.27/32,JP,JP-13,Tokyo
3.4.12.28/31,JP,JP-13,Tokyo
3.4.12.30/32,JP,JP-13,Tokyo
3.4.12.31/32,BR,BR-SP,Sao Paulo
3.4.12.32/32,BR,BR-SP,Sao Paulo
3.4.12.33/32,DE,DE-HE,Frankfurt
3.4.12.34/32,DE,DE-HE,Frankfurt
3.4.12.35/32,US,US-CA,San Jose
3.4.12.36/31,US,US-CA,San Jose
3.4.12.38/32,US,US-CA,San Jose
3.4.12.39/32,US,US-VA,Ashburn
3.4.12.40/32,US,US-VA,Ashburn
3.4.12.41/32,US,US-OR,Boardman
3.4.12.42/32,US,US-OR,Boardman
3.4.12.43/32,GB,GB-LND,London
3.4.12.44/31,GB,GB-LND,London
3.4.12.46/32,GB,GB-LND,London
3.4.12.49/32,BR,BR-SP,Sao Paulo
3.4.12.50/32,BR,BR-SP,Sao Paulo
3.4.12.51/32,DE,DE-HE,Frankfurt
3.4.12.52/32,DE,DE-HE,Frankfurt
3.4.12.53/32,IE,IE-D,Dublin
3.4.12.54/32,IE,IE-D,Dublin
3.4.13.0/27,AU,AU-NSW,Sydney
3.4.13.32/27,IE,IE-D,Dublin
3.4.13.64/27,US,US-VA,Ashburn
3.4.15.0/29,KR,KR-28,Incheon
3.4.15.8/29,US,US-OR,Boardman
3.4.15.16/28,AU,AU-NSW,Sydney
3.4.15.32/28,IN,IN-MH,Mumbai
3.4.15.48/28,SG,SG-01,Singapore
3.4.15.64/28,JP,JP-13,Tokyo
3.4.15.80/29,DE,DE-HE,Frankfurt
3.4.15.88/29,BR,BR-SP,Sao Paulo
3.4.15.96/28,US,US-CA,San Jose
3.4.15.112/29,US,US-VA,Ashburn
3.4.15.120/29,US,US-OR,Boardman
3.4.15.128/28,GB,GB-LND,London
3.4.15.152/29,BR,BR-SP,Sao Paulo
3.4.15.160/29,DE,DE-HE,Frankfurt
3.4.15.168/29,IE,IE-D,Dublin
3.4.16.0/21,US,US-OR,Boardman
3.4.24.0/21,US,US-OH,Columbus
3.5.0.0/19,US,US-VA,Ashburn
3.5.32.0/22,ES,ES-AR,Zaragoza
3.5.36.0/22,ID,ID-JK,Jakarta
3.5.40.0/22,AU,AU-VIC,Melbourne
3.5.44.0/22,IN,IN-TG,Hyderabad
3.5.48.0/22,AE,AE-DU,Dubai
3.5.52.0/22,CH,CH-ZH,Zurich
3.5.56.0/22,IL,IL-TA,Tel Aviv
3.5.60.0/22,TH,TH-10,Bangkok
3.5.64.0/21,IE,IE-D,Dublin
3.5.72.0/23,IE,IE-D,Dublin
3.5.76.0/22,US,US-OR,Boardman
3.5.80.0/21,US,US-OR,Boardman
3.5.128.0/22,US,US-OH,Columbus
3.5.132.0/23,US,US-OH,Columbus
3.5.134.0/23,DE,DE-HE,Frankfurt
3.5.136.0/22,DE,DE-HE,Frankfurt
3.5.140.0/22,KR,KR-28,Incheon
3.5.144.0/23,KR,KR-28,Incheon
3.5.146.0/23,SG,SG-01,Singapore
3.5.148.0/22,SG,SG-01,Singapore
3.5.152.0/21,JP,JP-13,Tokyo
3.5.160.0/22,US,US-CA,San Jose
3.5.164.0/22,AU,AU-NSW,Sydney
3.5.168.0/23,AU,AU-NSW,Sydney
3.5.172.0/22,CA,CA-AB,Calgary
3.5.180.0/22,MY,MY-14,Kuala Lumpur
3.5.184.0/21,KR,KR-28,Incheon
3.5.192.0/22,MX,MX-QUE,Querétaro
3.5.196.0/22,TW,TW-TPE,Taipei
3.5.202.0/23,ZA,ZA-WC,Cape Town
3.5.204.0/22,FR,FR-75C,Paris
3.5.208.0/22,IN,IN-MH,Mumbai
3.5.212.0/23,IN,IN-MH,Mumbai
3.5.214.0/23,CN,CN-HK,Hong Kong
3.5.216.0/22,SE,SE-AB,Stockholm
3.5.220.0/22,BH,BH-14,Bahrain
3.5.224.0/22,FR,FR-75C,Paris
3.5.228.0/22,ZA,ZA-WC,Cape Town
3.5.232.0/22,BR,BR-SP,Sao Paulo
3.5.236.0/22,CN,CN-HK,Hong Kong
3.5.240.0/22,JP,JP-27,Osaka
3.5.244.0/22,GB,GB-LND,London
3.5.248.0/22,IT,IT-MI,Milan
3.5.252.0/22,CA,CA-QC,Montreal
3.6.0.0/15,IN,IN-MH,Mumbai
3.8.0.0/14,GB,GB-LND,London
3.12.0.0/14,US,US-OH,Columbus
3.16.0.0/13,US,US-OH,Columbus
3.23.134.0/23,US,US-MO,Kansas City
3.23.136.0/23,US,US-MO,Kansas City
3.23.138.0/24,US,US-MO,Kansas City
3.23.140.0/22,US,US-MO,Kansas City
3.24.0.0/14,AU,AU-NSW,Sydney
3.28.0.0/15,AE,AE-DU,Dubai
3.30.0.0/15,US,US-OR,Boardman
3.32.0.0/16,US,US-OR,Boardman
3.33.34.0/24,US,US-VA,Ashburn
3.33.35.0/24,DE,DE-HE,Frankfurt
3.33.40.0/23,AU,AU-NSW,Sydney
3.33.42.0/24,US,US-OR,Boardman
3.33.43.0/24,US,US-OH,Columbus
3.33.44.0/22,US,US-VA,Ashburn
3.34.0.0/15,KR,KR-28,Incheon
3.36.0.0/14,KR,KR-28,Incheon
3.64.0.0/12,DE,DE-HE,Frankfurt
3.80.0.0/12,US,US-VA,Ashburn
3.96.0.0/14,CA,CA-QC,Montreal
3.101.0.0/16,US,US-CA,San Jose
3.102.0.0/15,NZ,NZ-AUK,Auckland
3.104.0.0/14,AU,AU-NSW,Sydney
3.108.0.0/14,IN,IN-MH,Mumbai
3.112.0.0/14,JP,JP-13,Tokyo
3.120.0.0/13,DE,DE-HE,Frankfurt
3.128.0.0/12,US,US-OH,Columbus
3.144.0.0/13,US,US-OH,Columbus
3.208.0.0/12,US,US-VA,Ashburn
3.224.0.0/12,US,US-VA,Ashburn
3.248.0.0/13,IE,IE-D,Dublin
5.174.0.0/16,US,US-OR,Boardman
5.179.96.0/20,US,US-VA,Ashburn
13.34.0.12/30,AU,AU-NSW,Sydney
13.34.0.46/31,AU,AU-NSW,Sydney
13.34.0.65/32,US,US-VA,Ashburn
13.34.0.66/31,US,US-VA,Ashburn
13.34.0.68/30,US,US-VA,Ashburn
13.34.0.72/30,US,US-VA,Ashburn
13.34.0.78/31,US,US-VA,Ashburn
13.34.0.97/32,US,US-VA,Ashburn
13.34.0.98/31,US,US-VA,Ashburn
13.34.0.100/30,US,US-VA,Ashburn
13.34.0.104/30,US,US-VA,Ashburn
13.34.0.110/31,US,US-VA,Ashburn
13.34.0.128/26,JP,JP-13,Tokyo
13.34.1.0/26,IE,IE-D,Dublin
13.34.1.65/32,AU,AU-NSW,Sydney
13.34.1.66/31,AU,AU-NSW,Sydney
13.34.1.68/30,AU,AU-NSW,Sydney
13.34.1.72/29,AU,AU-NSW,Sydney
13.34.1.97/32,AU,AU-NSW,Sydney
13.34.1.98/31,AU,AU-NSW,Sydney
13.34.1.100/30,AU,AU-NSW,Sydney
13.34.1.104/29,AU,AU-NSW,Sydney
13.34.1.129/32,SG,SG-01,Singapore
13.34.1.130/31,SG,SG-01,Singapore
13.34.1.132/30,SG,SG-01,Singapore
13.34.1.136/30,SG,SG-01,Singapore
13.34.1.142/31,SG,SG-01,Singapore
13.34.1.161/32,SG,SG-01,Singapore
13.34.1.162/31,SG,SG-01,Singapore
13.34.1.164/30,SG,SG-01,Singapore
13.34.1.168/30,SG,SG-01,Singapore
13.34.1.174/31,SG,SG-01,Singapore
13.34.1.193/32,US,US-VA,Ashburn
13.34.1.194/31,US,US-VA,Ashburn
13.34.1.196/30,US,US-VA,Ashburn
13.34.1.200/30,US,US-VA,Ashburn
13.34.1.206/31,US,US-VA,Ashburn
13.34.1.225/32,US,US-VA,Ashburn
13.34.1.226/31,US,US-VA,Ashburn
13.34.1.228/30,US,US-VA,Ashburn
13.34.1.232/30,US,US-VA,Ashburn
13.34.1.238/31,US,US-VA,Ashburn
13.34.2.0/26,US,US-OR,Boardman
13.34.2.65/32,US,US-CA,San Jose
13.34.2.66/31,US,US-CA,San Jose
13.34.2.68/30,US,US-CA,San Jose
13.34.2.72/30,US,US-CA,San Jose
13.34.2.78/31,US,US-CA,San Jose
13.34.2.97/32,US,US-CA,San Jose
13.34.2.98/31,US,US-CA,San Jose
13.34.2.100/30,US,US-CA,San Jose
13.34.2.104/30,US,US-CA,San Jose
13.34.2.110/31,US,US-CA,San Jose
13.34.2.128/26,IE,IE-D,Dublin
13.34.2.193/32,US,US-VA,Ashburn
13.34.2.194/31,US,US-VA,Ashburn
13.34.2.196/30,US,US-VA,Ashburn
13.34.2.200/32,US,US-VA,Ashburn
13.34.2.203/32,US,US-VA,Ashburn
13.34.2.204/30,US,US-VA,Ashburn
13.34.2.225/32,US,US-VA,Ashburn
13.34.2.226/31,US,US-VA,Ashburn
13.34.2.228/30,US,US-VA,Ashburn
13.34.2.232/32,US,US-VA,Ashburn
13.34.2.235/32,US,US-VA,Ashburn
13.34.2.236/30,US,US-VA,Ashburn
13.34.3.1/32,IE,IE-D,Dublin
13.34.3.2/31,IE,IE-D,Dublin
13.34.3.4/30,IE,IE-D,Dublin
13.34.3.8/30,IE,IE-D,Dublin
13.34.3.14/31,IE,IE-D,Dublin
13.34.3.33/32,IE,IE-D,Dublin
13.34.3.34/31,IE,IE-D,Dublin
13.34.3.36/30,IE,IE-D,Dublin
13.34.3.40/30,IE,IE-D,Dublin
13.34.3.46/31,IE,IE-D,Dublin
13.34.3.65/32,US,US-VA,Ashburn
13.34.3.66/31,US,US-VA,Ashburn
13.34.3.68/30,US,US-VA,Ashburn
13.34.3.72/30,US,US-VA,Ashburn
13.34.3.78/31,US,US-VA,Ashburn
13.34.3.97/32,US,US-VA,Ashburn
13.34.3.98/31,US,US-VA,Ashburn
13.34.3.100/30,US,US-VA,Ashburn
13.34.3.104/30,US,US-VA,Ashburn
13.34.3.110/31,US,US-VA,Ashburn
13.34.3.128/25,IN,IN-TG,Hyderabad
13.34.4.14/31,SG,SG-01,Singapore
13.34.4.46/31,SG,SG-01,Singapore
13.34.4.64/26,US,US-VA,Ashburn
13.34.4.129/32,IE,IE-D,Dublin
13.34.4.130/31,IE,IE-D,Dublin
13.34.4.132/30,IE,IE-D,Dublin
13.34.4.136/30,IE,IE-D,Dublin
13.34.4.142/31,IE,IE-D,Dublin
13.34.4.161/32,IE,IE-D,Dublin
13.34.4.162/31,IE,IE-D,Dublin
13.34.4.164/30,IE,IE-D,Dublin
13.34.4.168/30,IE,IE-D,Dublin
13.34.4.174/31,IE,IE-D,Dublin
13.34.4.192/26,IE,IE-D,Dublin
13.34.5.0/25,DE,DE-HE,Frankfurt
13.34.5.128/25,IE,IE-D,Dublin
13.34.6.0/25,US,US-OR,Boardman
13.34.6.129/32,SE,SE-AB,Stockholm
13.34.6.130/31,SE,SE-AB,Stockholm
13.34.6.132/30,SE,SE-AB,Stockholm
13.34.6.136/30,SE,SE-AB,Stockholm
13.34.6.142/31,SE,SE-AB,Stockholm
13.34.6.161/32,SE,SE-AB,Stockholm
13.34.6.162/31,SE,SE-AB,Stockholm
13.34.6.164/30,SE,SE-AB,Stockholm
13.34.6.168/30,SE,SE-AB,Stockholm
13.34.6.174/31,SE,SE-AB,Stockholm
13.34.6.192/26,IN,IN-TG,Hyderabad
13.34.7.0/26,US,US-OH,Columbus
13.34.7.64/26,CN,CN-HK,Hong Kong
13.34.7.129/32,AU,AU-NSW,Sydney
13.34.7.130/31,AU,AU-NSW,Sydney
13.34.7.132/30,AU,AU-NSW,Sydney
13.34.7.136/32,AU,AU-NSW,Sydney
13.34.7.139/32,AU,AU-NSW,Sydney
13.34.7.140/30,AU,AU-NSW,Sydney
13.34.7.161/32,AU,AU-NSW,Sydney
13.34.7.162/31,AU,AU-NSW,Sydney
13.34.7.164/30,AU,AU-NSW,Sydney
13.34.7.168/32,AU,AU-NSW,Sydney
13.34.7.171/32,AU,AU-NSW,Sydney
13.34.7.172/30,AU,AU-NSW,Sydney
13.34.7.192/26,CA,CA-QC,Montreal
13.34.8.14/31,GB,GB-LND,London
13.34.8.46/31,GB,GB-LND,London
13.34.8.64/26,US,US-VA,Ashburn
13.34.8.129/32,US,US-VA,Ashburn
13.34.8.130/31,US,US-VA,Ashburn
13.34.8.132/30,US,US-VA,Ashburn
13.34.8.136/30,US,US-VA,Ashburn
13.34.8.142/31,US,US-VA,Ashburn
13.34.8.161/32,US,US-VA,Ashburn
13.34.8.162/31,US,US-VA,Ashburn
13.34.8.164/30,US,US-VA,Ashburn
13.34.8.168/30,US,US-VA,Ashburn
13.34.8.174/31,US,US-VA,Ashburn
13.34.8.193/32,DE,DE-HE,Frankfurt
13.34.8.194/31,DE,DE-HE,Frankfurt
13.34.8.196/30,DE,DE-HE,Frankfurt
13.34.8.200/30,DE,DE-HE,Frankfurt
13.34.8.206/31,DE,DE-HE,Frankfurt
13.34.8.225/32,DE,DE-HE,Frankfurt
13.34.8.226/31,DE,DE-HE,Frankfurt
13.34.8.228/30,DE,DE-HE,Frankfurt
13.34.8.232/30,DE,DE-HE,Frankfurt
13.34.8.238/31,DE,DE-HE,Frankfurt
13.34.9.0/26,IE,IE-D,Dublin
13.34.9.65/32,DE,DE-HE,Frankfurt
13.34.9.66/31,DE,DE-HE,Frankfurt
13.34.9.68/30,DE,DE-HE,Frankfurt
13.34.9.72/30,DE,DE-HE,Frankfurt
13.34.9.76/32,DE,DE-HE,Frankfurt
13.34.9.78/31,DE,DE-HE,Frankfurt
13.34.9.97/32,DE,DE-HE,Frankfurt
13.34.9.98/31,DE,DE-HE,Frankfurt
13.34.9.100/30,DE,DE-HE,Frankfurt
13.34.9.104/30,DE,DE-HE,Frankfurt
13.34.9.110/31,DE,DE-HE,Frankfurt
13.34.9.142/31,US,US-VA,Ashburn
13.34.9.174/31,US,US-VA,Ashburn
13.34.9.193/32,IE,IE-D,Dublin
13.34.9.194/31,IE,IE-D,Dublin
13.34.9.196/30,IE,IE-D,Dublin
13.34.9.200/32,IE,IE-D,Dublin
13.34.9.203/32,IE,IE-D,Dublin
13.34.9.204/30,IE,IE-D,Dublin
13.34.9.225/32,IE,IE-D,Dublin
13.34.9.226/31,IE,IE-D,Dublin
13.34.9.228/30,IE,IE-D,Dublin
13.34.9.232/32,IE,IE-D,Dublin
13.34.9.235/32,IE,IE-D,Dublin
13.34.9.236/30,IE,IE-D,Dublin
13.34.10.1/32,IE,IE-D,Dublin
13.34.10.2/31,IE,IE-D,Dublin
13.34.10.4/30,IE,IE-D,Dublin
13.34.10.8/32,IE,IE-D,Dublin
13.34.10.11/32,IE,IE-D,Dublin
13.34.10.12/30,IE,IE-D,Dublin
13.34.10.33/32,IE,IE-D,Dublin
13.34.10.34/31,IE,IE-D,Dublin
13.34.10.36/30,IE,IE-D,Dublin
13.34.10.40/32,IE,IE-D,Dublin
13.34.10.43/32,IE,IE-D,Dublin
13.34.10.44/30,IE,IE-D,Dublin
13.34.10.65/32,US,US-OR,Boardman
13.34.10.66/31,US,US-OR,Boardman
13.34.10.68/30,US,US-OR,Boardman
13.34.10.72/32,US,US-OR,Boardman
13.34.10.75/32,US,US-OR,Boardman
13.34.10.76/30,US,US-OR,Boardman
13.34.10.97/32,US,US-OR,Boardman
13.34.10.98/31,US,US-OR,Boardman
13.34.10.100/30,US,US-OR,Boardman
13.34.10.104/32,US,US-OR,Boardman
13.34.10.107/32,US,US-OR,Boardman
13.34.10.108/30,US,US-OR,Boardman
13.34.10.128/26,US,US-OH,Columbus
13.34.11.0/26,CN,CN-HK,Hong Kong
13.34.11.65/32,AU,AU-NSW,Sydney
13.34.11.66/31,AU,AU-NSW,Sydney
13.34.11.68/30,AU,AU-NSW,Sydney
13.34.11.72/29,AU,AU-NSW,Sydney
13.34.11.97/32,AU,AU-NSW,Sydney
13.34.11.98/31,AU,AU-NSW,Sydney
13.34.11.100/30,AU,AU-NSW,Sydney
13.34.11.104/29,AU,AU-NSW,Sydney
13.34.11.128/26,US,US-OH,Columbus
13.34.11.192/26,KR,KR-28,Incheon
13.34.12.1/32,US,US-CA,San Jose
13.34.12.2/31,US,US-CA,San Jose
13.34.12.4/30,US,US-CA,San Jose
13.34.12.8/29,US,US-CA,San Jose
13.34.12.33/32,US,US-CA,San Jose
13.34.12.34/31,US,US-CA,San Jose
13.34.12.36/30,US,US-CA,San Jose
13.34.12.40/29,US,US-CA,San Jose
13.34.12.64/26,US,US-OR,Boardman
13.34.12.129/32,KR,KR-28,Incheon
13.34.12.130/31,KR,KR-28,Incheon
13.34.12.132/30,KR,KR-28,Incheon
13.34.12.136/30,KR,KR-28,Incheon
13.34.12.142/31,KR,KR-28,Incheon
13.34.12.161/32,KR,KR-28,Incheon
13.34.12.162/31,KR,KR-28,Incheon
13.34.12.164/30,KR,KR-28,Incheon
13.34.12.168/30,KR,KR-28,Incheon
13.34.12.174/31,KR,KR-28,Incheon
13.34.12.192/26,US,US-VA,Ashburn
13.34.13.0/26,US,US-VA,Ashburn
13.34.13.128/26,IN,IN-MH,Mumbai
13.34.13.193/32,IN,IN-MH,Mumbai
13.34.13.194/31,IN,IN-MH,Mumbai
13.34.13.196/30,IN,IN-MH,Mumbai
13.34.13.200/30,IN,IN-MH,Mumbai
13.34.13.206/31,IN,IN-MH,Mumbai
13.34.13.225/32,IN,IN-MH,Mumbai
13.34.13.226/31,IN,IN-MH,Mumbai
13.34.13.228/30,IN,IN-MH,Mumbai
13.34.13.232/30,IN,IN-MH,Mumbai
13.34.13.238/31,IN,IN-MH,Mumbai
13.34.14.1/32,SG,SG-01,Singapore
13.34.14.2/31,SG,SG-01,Singapore
13.34.14.4/30,SG,SG-01,Singapore
13.34.14.8/30,SG,SG-01,Singapore
13.34.14.14/31,SG,SG-01,Singapore
13.34.14.33/32,SG,SG-01,Singapore
13.34.14.34/31,SG,SG-01,Singapore
13.34.14.36/30,SG,SG-01,Singapore
13.34.14.40/30,SG,SG-01,Singapore
13.34.14.46/31,SG,SG-01,Singapore
13.34.14.65/32,SE,SE-AB,Stockholm
13.34.14.66/31,SE,SE-AB,Stockholm
13.34.14.68/30,SE,SE-AB,Stockholm
13.34.14.72/29,SE,SE-AB,Stockholm
13.34.14.97/32,SE,SE-AB,Stockholm
13.34.14.98/31,SE,SE-AB,Stockholm
13.34.14.100/30,SE,SE-AB,Stockholm
13.34.14.104/29,SE,SE-AB,Stockholm
13.34.14.128/26,US,US-OR,Boardman
13.34.14.192/26,BR,BR-SP,Sao Paulo
13.34.15.0/26,JP,JP-13,Tokyo
13.34.15.128/26,BH,BH-14,Bahrain
13.34.15.193/32,BR,BR-SP,Sao Paulo
13.34.15.194/31,BR,BR-SP,Sao Paulo
13.34.15.196/30,BR,BR-SP,Sao Paulo
13.34.15.200/29,BR,BR-SP,Sao Paulo
13.34.15.225/32,BR,BR-SP,Sao Paulo
13.34.15.226/31,BR,BR-SP,Sao Paulo
13.34.15.228/30,BR,BR-SP,Sao Paulo
13.34.15.232/29,BR,BR-SP,Sao Paulo
13.34.16.1/32,SG,SG-01,Singapore
13.34.16.2/31,SG,SG-01,Singapore
13.34.16.4/30,SG,SG-01,Singapore
13.34.16.8/29,SG,SG-01,Singapore
13.34.16.64/26,CN,CN-HK,Hong Kong
13.34.16.128/26,AU,AU-NSW,Sydney
13.34.16.192/26,ID,ID-JK,Jakarta
13.34.17.0/26,ID,ID-JK,Jakarta
13.34.17.64/26,US,US-VA,Ashburn
13.34.17.129/32,SG,SG-01,Singapore
13.34.17.130/31,SG,SG-01,Singapore
13.34.17.132/30,SG,SG-01,Singapore
13.34.17.136/29,SG,SG-01,Singapore
13.34.17.161/32,SG,SG-01,Singapore
13.34.17.162/31,SG,SG-01,Singapore
13.34.17.164/30,SG,SG-01,Singapore
13.34.17.168/29,SG,SG-01,Singapore
13.34.18.1/32,MY,MY-14,Kuala Lumpur
13.34.18.2/31,MY,MY-14,Kuala Lumpur
13.34.18.4/30,MY,MY-14,Kuala Lumpur
13.34.18.8/29,MY,MY-14,Kuala Lumpur
13.34.18.16/31,MY,MY-14,Kuala Lumpur
13.34.18.33/32,MY,MY-14,Kuala Lumpur
13.34.18.34/31,MY,MY-14,Kuala Lumpur
13.34.18.36/30,MY,MY-14,Kuala Lumpur
13.34.18.40/29,MY,MY-14,Kuala Lumpur
13.34.18.48/31,MY,MY-14,Kuala Lumpur
13.34.18.65/32,US,US-CA,San Jose
13.34.18.66/31,US,US-CA,San Jose
13.34.18.68/30,US,US-CA,San Jose
13.34.18.72/30,US,US-CA,San Jose
13.34.18.78/31,US,US-CA,San Jose
13.34.18.97/32,US,US-CA,San Jose
13.34.18.98/31,US,US-CA,San Jose
13.34.18.100/30,US,US-CA,San Jose
13.34.18.104/30,US,US-CA,San Jose
13.34.18.110/31,US,US-CA,San Jose
13.34.18.128/26,GB,GB-LND,London
13.34.18.192/26,AU,AU-VIC,Melbourne
13.34.19.1/32,SG,SG-01,Singapore
13.34.19.2/31,SG,SG-01,Singapore
13.34.19.4/30,SG,SG-01,Singapore
13.34.19.8/29,SG,SG-01,Singapore
13.34.19.33/32,SG,SG-01,Singapore
13.34.19.34/31,SG,SG-01,Singapore
13.34.19.36/30,SG,SG-01,Singapore
13.34.19.40/29,SG,SG-01,Singapore
13.34.19.64/26,IE,IE-D,Dublin
13.34.19.139/32,AU,AU-NSW,Sydney
13.34.19.140/30,AU,AU-NSW,Sydney
13.34.19.171/32,AU,AU-NSW,Sydney
13.34.19.172/30,AU,AU-NSW,Sydney
13.34.19.192/26,IE,IE-D,Dublin
13.34.20.0/25,BH,BH-14,Bahrain
13.34.20.129/32,JP,JP-27,Osaka
13.34.20.130/31,JP,JP-27,Osaka
13.34.20.132/30,JP,JP-27,Osaka
13.34.20.136/30,JP,JP-27,Osaka
13.34.20.142/31,JP,JP-27,Osaka
13.34.20.161/32,JP,JP-27,Osaka
13.34.20.162/31,JP,JP-27,Osaka
13.34.20.164/30,JP,JP-27,Osaka
13.34.20.168/30,JP,JP-27,Osaka
13.34.20.174/31,JP,JP-27,Osaka
13.34.20.192/26,JP,JP-27,Osaka
13.34.21.1/32,IE,IE-D,Dublin
13.34.21.2/31,IE,IE-D,Dublin
13.34.21.4/30,IE,IE-D,Dublin
13.34.21.8/30,IE,IE-D,Dublin
13.34.21.14/31,IE,IE-D,Dublin
13.34.21.33/32,IE,IE-D,Dublin
13.34.21.34/31,IE,IE-D,Dublin
13.34.21.36/30,IE,IE-D,Dublin
13.34.21.40/30,IE,IE-D,Dublin
13.34.21.46/31,IE,IE-D,Dublin
13.34.21.64/26,US,US-CA,San Jose
13.34.21.128/26,IT,IT-MI,Milan
13.34.21.192/27,US,US-VA,Ashburn
13.34.21.225/32,US,US-CA,San Jose
13.34.21.226/31,US,US-CA,San Jose
13.34.21.228/30,US,US-CA,San Jose
13.34.21.232/30,US,US-CA,San Jose
13.34.22.1/32,US,US-CA,San Jose
13.34.22.2/31,US,US-CA,San Jose
13.34.22.4/30,US,US-CA,San Jose
13.34.22.8/30,US,US-CA,San Jose
13.34.22.14/31,US,US-CA,San Jose
13.34.22.88/29,IN,IN-MH,Mumbai
13.34.22.96/27,ID,ID-JK,Jakarta
13.34.22.128/27,ID,ID-JK,Jakarta
13.34.22.160/27,US,US-OH,Columbus
13.34.22.192/26,US,US-OH,Columbus
13.34.23.0/26,US,US-OH,Columbus
13.34.23.64/27,US,US-OH,Columbus
13.34.23.96/27,US,US-OR,Boardman
13.34.23.128/25,US,US-OR,Boardman
